"","type","dataverse","classifier","specification","preprocessing","tested_class","alternative_class","accuracy","aucroc","precision","recall","f1","sd_accuracy","sd_aucroc","sd_precision","sd_recall","sd_f1","ent","sd_ent","classifier_rf","classifier_rf_rag","classifier_ds","classifier_sm","dataverse_full","dataverse_gtca","dataverse_gtall","dataverse_srca","dataverse_srall","type_allvall","type_onevall","type_onevone","specification_cls","specification_mean","specification_MAX","specification_def","specification_ex","specification_both","preprocessing_none","preprocessing_pre","preprocessing_norm","preprocessing_top200","onevone_casi","onevone_caen","onevone_cagm","onevone_ensi","onevone_engm","onevone_sigm","onevall_ca","onevall_si","onevall_en","onevall_gm","allvall_ca","allvall_si","allvall_en","allvall_gm","One vs. One","One vs. All","All vs. All"
"866","One vs. One","GT different baseline","Random Forest","CLS","None","GM","SI",0.784149184149184,0.702222222222222,0.784149184149184,1,0.878588368153586,0.0391541612410342,0.148531910359565,0.0391541612410342,0,0.0244443250912195,0.704461374211369,0.0343412886389542,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"867","One vs. One","Full Data","Top-5 Similarity","CLS","None","CA","GM",0.557666666666667,0.544055944055944,0.32,0.125757575757576,0.145054945054945,0.0402181551043804,0.0387273826198323,0.460434577328854,0.237376423797393,0.247484628751811,0.487424914871437,0.00307373750044112,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"868","One vs. One","Full Data","Top-5 Similarity","CLS","None","GM","CA",0.557666666666667,0.544055944055944,0.557571428571429,0.938461538461538,0.691797060218113,0.0402181551043804,0.0387273826198324,0.048590507457383,0.137604183230756,0.0161701212944333,0.516682108619307,0.00483793745003755,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"869","One vs. One","GT different baseline","Deepseek R1","Definitions","None","EN","GM",0.78030303030303,0.582962962962963,0,0,0,0.0418384887014669,0.245170778361562,0,0,0,0.54739616032223,0.0347375995103341,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"870","One vs. One","GT different baseline","Deepseek R1","Definitions","None","GM","EN",0.78030303030303,0.582962962962963,0.78030303030303,1,0.876103896103896,0.0418384887014669,0.245170778361562,0.0418384887014669,0,0.0261616599371335,0.724854481367795,0.0380437883124038,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"871","One vs. One","GT different baseline","Mean Top-5 + Random Forest","CLS","None","EN","GM",0.785664335664336,0.633703703703704,0.3,0.2,0.233333333333333,0.0911165524720617,0.192585469953762,0.447213595499958,0.273861278752583,0.324893144826965,0.566635854193261,0.0219396072115548,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"872","One vs. One","GT different baseline","Mean Top-5 + Random Forest","CLS","None","GM","EN",0.785664335664336,0.633703703703704,0.809300699300699,0.957777777777778,0.874815299117359,0.0911165524720617,0.192585469953762,0.0841182006510291,0.0579484658240236,0.0543953863084796,0.724864445772639,0.0384398772973424,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"873","One vs. One","GT different baseline","Random Forest","CLS","None","EN","GM",0.816666666666667,0.697407407407407,0.4,0.166666666666667,0.233333333333333,0.0697216688778396,0.113096460279915,0.547722557505166,0.235702260395516,0.324893144826965,0.536419164920379,0.0216988609037768,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"874","One vs. One","GT different baseline","Random Forest","CLS","None","GM","EN",0.816666666666667,0.697407407407407,0.812121212121212,1,0.895151515151515,0.0697216688778396,0.113096460279915,0.0663473758963979,0,0.0399447717528838,0.704181274191423,0.0266305234948198,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"875","One vs. One","GT different baseline","Top-5 Similarity","CLS","None","CA","GM",0.548138528138528,0.51760101010101,0.548138528138528,1,0.708001983784716,0.0169444717099916,0.0335397363115116,0.0169444717099916,0,0.0141580356803268,0.52485314633525,0.00277774515622163,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"876","One vs. One","GT different baseline","Top-5 Similarity","CLS","None","GM","CA",0.548138528138528,0.51760101010101,0,0,0,0.0169444717099916,0.0335397363115116,0,0,0,0.482153529142376,0.00140942690639601,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"877","One vs. One","GT different all","Deepseek R1","Definitions","None","CA","SI",0.867032967032967,0.807575757575758,0.87962037962038,0.981818181818182,0.9257668997669,0.0794711416780859,0.137787182356238,0.0803171330752492,0.0406557814090871,0.0446466716749073,0.856647932396511,0.0403368039692111,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. SI",NA,NA
"878","One vs. One","GT different all","Deepseek R1","Definitions","None","SI","CA",0.867032967032967,0.807575757575758,0.3,0.3,0.3,0.0794711416780859,0.137787182356238,0.447213595499958,0.447213595499958,0.447213595499958,0.717300186951653,0.0761384528580357,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. SI",NA,NA
"879","One vs. One","GT different all","Mean Top-5 + Random Forest","CLS","None","CA","SI",0.28,0.783333333333333,0.18,0.3,0.214285714285714,0.18907670401189,0.217306746840088,0.248997991959775,0.447213595499958,0.294507544686976,0.535875205008218,0.0324312231026759,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. SI",NA,NA
"880","One vs. One","GT different all","Mean Top-5 + Random Forest","CLS","None","SI","CA",0.28,0.783333333333333,0.233333333333333,0.3,0.26,0.18907670401189,0.217306746840088,0.223606797749979,0.273861278752583,0.240831891575846,0.552312115189498,0.0526662615563645,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. SI",NA,NA
"881","One vs. One","GT different all","Random Forest","CLS","None","CA","SI",0.516666666666667,0.633333333333333,0.533333333333333,0.566666666666667,0.546666666666667,0.291070819942883,0.217306746840088,0.273861278752583,0.252762514801718,0.263101163475615,0.508578553229327,0.0172446798356064,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. SI",NA,NA
"882","One vs. One","GT different all","Random Forest","CLS","None","SI","CA",0.516666666666667,0.633333333333333,0.466666666666667,0.466666666666667,0.466666666666667,0.291070819942883,0.217306746840088,0.361324723144647,0.361324723144647,0.361324723144647,0.511239478881108,0.0181057458413234,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. SI",NA,NA
"883","One vs. One","GT different all","Top-5 Similarity","CLS","None","CA","GM",0.575864661654135,0.562573653198653,0.575864661654135,1,0.730723362658847,0.0179595402089196,0.0508317560278694,0.0179595402089196,0,0.01449181885711,0.542070358805169,0.00214743747963518,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"884","One vs. One","GT different all","Top-5 Similarity","CLS","None","GM","CA",0.575864661654135,0.562573653198653,0,0,0,0.0179595402089196,0.0508317560278694,0,0,0,0.476065004383433,0.00173139192810859,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"885","One vs. One","GT different all","Deepseek R1","Definitions","None","CA","EN",0.791428571428571,0.596717171717172,0.791428571428571,1,0.883555555555556,0.00782460796435955,0.112691073891787,0.00782460796435955,0,0.00486864495560151,0.735445912584519,0.0128561405581834,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. EN",NA,NA
"886","One vs. One","GT different all","Deepseek R1","Definitions","None","EN","CA",0.791428571428571,0.596717171717172,0,0,0,0.00782460796435955,0.112691073891787,0,0,0,0.532251924856017,0.0102182673500832,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. EN",NA,NA
"887","One vs. One","GT different all","Mean Top-5 + Random Forest","CLS","None","CA","EN",0.54,0.811111111111111,0.466666666666667,0.533333333333333,0.494285714285714,0.296647939483827,0.160054003232088,0.361324723144647,0.361324723144647,0.358796173164585,0.574757869979502,0.0566731334336937,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. EN",NA,NA
"888","One vs. One","GT different all","Mean Top-5 + Random Forest","CLS","None","EN","CA",0.54,0.811111111111111,0.6,0.533333333333333,0.56,0.296647939483827,0.160054003232088,0.252762514801718,0.298142396999972,0.277288457907806,0.595601067785548,0.0322995725877156,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. EN",NA,NA
"889","One vs. One","GT different all","Random Forest","CLS","None","CA","EN",0.58,0.8,0.466666666666667,0.366666666666667,0.393333333333333,0.148323969741913,0.182574185835055,0.361324723144647,0.217306746840088,0.245402164257413,0.507451859048299,0.00654454831114405,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. EN",NA,NA
"890","One vs. One","GT different all","Random Forest","CLS","None","EN","CA",0.58,0.8,0.603333333333333,0.733333333333333,0.649047619047619,0.148323969741913,0.182574185835055,0.108269211792745,0.278886675511359,0.174538588343271,0.567451252680025,0.0556177364813261,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. EN",NA,NA
"891","One vs. One","SR different all","Top-5 Similarity","CLS","None","CA","GM",0.407108036890646,0.535461538461539,0.407108036890646,1,0.578364835670339,0.0220376458098291,0.00907455262237335,0.0220376458098291,0,0.0223656013563405,0.473456598012355,0.000813921294872988,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"892","One vs. One","SR different all","Top-5 Similarity","CLS","None","GM","CA",0.465532279314888,0.544314296814297,0,0,0,0.0250769620169609,0.0288889761393823,0,0,0,0.51793069773423,0.00320277115407261,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"893","One vs. One","GT different all","Deepseek R1","Definitions","None","CA","GM",0.616390977443609,0.60418771043771,0.613641948007273,0.912121212121212,0.73224090259018,0.0384494767068557,0.068107019806173,0.0309266560983595,0.0644162171802464,0.0243573684445349,0.557934582769052,0.0127522657098774,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"894","One vs. One","GT different all","Deepseek R1","Definitions","None","GM","CA",0.616390977443609,0.60418771043771,0.653333333333333,0.216666666666667,0.314125874125874,0.0384494767068557,0.068107019806173,0.206289979290211,0.106953462823214,0.11954401768762,0.493357159894674,0.0146469007487175,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"895","One vs. One","GT different all","Mean Top-5 + Random Forest","CLS","None","CA","GM",0.717272727272727,0.592361111111111,0,0,0,0.093618709721494,0.0994171866739994,0,0,0,0.600615872918318,0.0418127859294154,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"896","One vs. One","GT different all","Mean Top-5 + Random Forest","CLS","None","GM","CA",0.717272727272727,0.592361111111111,0.775555555555556,0.905555555555556,0.832539682539683,0.093618709721494,0.0994171866739994,0.0250308451690418,0.129695750332542,0.0647445899667082,0.739599924658933,0.0528479481269455,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"897","One vs. One","GT different all","Random Forest","CLS","None","CA","GM",0.792727272727273,0.652777777777778,0,0,0,0.0377026206424141,0.222167962125644,0,0,0,0.550238150621119,0.0331735036996339,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"898","One vs. One","GT different all","Random Forest","CLS","None","GM","CA",0.792727272727273,0.652777777777778,0.792727272727273,1,0.883976608187135,0.0377026206424141,0.222167962125644,0.0377026206424141,0,0.0240570608570566,0.722826785578349,0.0386073596744425,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"899","One vs. One","SR different baseline","Top-5 Similarity","CLS","None","CA","GM",0.608405797101449,0.597862433862434,0,0,0,0.0176784121172816,0.119889536748658,0,0,0,0.47510255758899,0.00598120054616526,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"900","One vs. One","SR different baseline","Top-5 Similarity","CLS","None","GM","CA",0.608405797101449,0.597862433862434,0.608405797101449,1,0.756412080096291,0.0176784121172816,0.119889536748658,0.0176784121172816,0,0.0137191022882674,0.56810824962646,0.00699202253575073,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"901","One vs. One","GT different all","Deepseek R1","Definitions","None","SI","EN",0.766666666666667,0.733333333333333,0.8,0.433333333333333,0.56,0.0942809041582064,0.231240615425193,0.447213595499958,0.252762514801718,0.318328970301689,0.55193749879765,0.0525208115591843,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"902","One vs. One","GT different all","Deepseek R1","Definitions","None","EN","SI",0.766666666666667,0.733333333333333,0.72,1,0.835714285714286,0.0942809041582064,0.231240615425193,0.0670820393249937,0,0.0479157423749955,0.64019724377337,0.0618804157298921,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"903","One vs. One","GT different all","Mean Top-5 + Random Forest","CLS","None","SI","EN",0.5,0.722222222222222,0.4,0.333333333333333,0.347619047619048,0.223606797749979,0.0785674201318386,0.418330013267038,0.311804782231162,0.322792520572997,0.520250942428405,0.0344327800011335,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"904","One vs. One","GT different all","Mean Top-5 + Random Forest","CLS","None","EN","SI",0.5,0.722222222222222,0.55,0.6,0.565714285714286,0.223606797749979,0.0785674201318386,0.162446572413483,0.278886675511359,0.210128996122234,0.555367838399498,0.0190493245155192,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"905","One vs. One","GT different all","Random Forest","CLS","None","SI","EN",0.653333333333333,0.622222222222222,0.533333333333333,0.466666666666667,0.46,0.0869226987360353,0.227031297130028,0.361324723144647,0.361324723144647,0.288097205817759,0.49965948036919,0.0138402789817332,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"906","One vs. One","GT different all","Random Forest","CLS","None","EN","SI",0.653333333333333,0.622222222222222,0.706666666666667,0.8,0.726666666666667,0.0869226987360353,0.227031297130028,0.167332005306815,0.182574185835055,0.0584522597225006,0.552122188729267,0.0493809652028138,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"907","One vs. One","Full Data","Top-5 Similarity","CLS","None","SI","EN",0.561618233618234,0.591980135249366,0.516283716283716,0.447435897435897,0.473006747638327,0.122799853003559,0.107977902397656,0.210088983767398,0.239866964004583,0.222634642992976,0.504625014425532,0.0141611632732683,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"908","One vs. One","Full Data","Top-5 Similarity","CLS","None","EN","SI",0.561618233618234,0.591980135249366,0.581410256410256,0.66043956043956,0.614713286713287,0.122799853003559,0.107977902397656,0.0949257762182298,0.0874299968391916,0.0756687562531164,0.523865372201572,0.0166294588062287,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"909","One vs. One","GT different all","Deepseek R1","Definitions","None","SI","GM",0.9,0.880952380952381,0.8,0.566666666666667,0.633333333333333,0.1,0.133248936937641,0.447213595499958,0.434613493680177,0.414996653266291,0.703624832143499,0.0220060636675278,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"910","One vs. One","GT different all","Deepseek R1","Definitions","None","GM","SI",0.9,0.880952380952381,0.893333333333333,1,0.941013071895425,0.1,0.133248936937641,0.105876704440636,0,0.0592317444212367,0.855616107834688,0.0209870566364847,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"911","One vs. One","GT different all","Mean Top-5 + Random Forest","CLS","None","SI","GM",0.738181818181818,0.705555555555555,0,0,0,0.113253901835618,0.0616453917254782,0,0,0,0.601014409143103,0.0409880105706425,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"912","One vs. One","GT different all","Mean Top-5 + Random Forest","CLS","None","GM","SI",0.738181818181818,0.705555555555555,0.776969696969697,0.927777777777778,0.84515307877537,0.113253901835618,0.0616453917254782,0.0621618492361605,0.11041448285751,0.0809929799347042,0.749467329086848,0.0476736112753037,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"913","One vs. One","GT different all","Random Forest","CLS","None","SI","GM",0.793636363636364,0.719444444444444,0,0,0,0.025632494872494,0.179255468949062,0,0,0,0.532814243147719,0.0181777803185863,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"914","One vs. One","GT different all","Random Forest","CLS","None","GM","SI",0.793636363636364,0.719444444444444,0.793636363636364,1,0.884761904761905,0.025632494872494,0.179255468949062,0.025632494872494,0,0.0161717912723175,0.718190788471945,0.0232866634019616,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"915","One vs. One","GT different baseline","Top-5 Similarity","CLS","None","SI","EN",0.583333333333333,0.75,0.6,0.366666666666667,0.427619047619048,0.117851130197758,0.164335549530545,0.418330013267038,0.247206616236522,0.258207671872969,0.579294235268072,0.0823037098904811,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"916","One vs. One","GT different baseline","Top-5 Similarity","CLS","None","EN","SI",0.583333333333333,0.75,0.553333333333333,0.8,0.637619047619048,0.117851130197758,0.164335549530545,0.0767390962214756,0.298142396999972,0.158654346974985,0.58810771295326,0.0591226421041961,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"917","One vs. One","GT different all","Deepseek R1","Definitions","None","EN","GM",0.736363636363636,0.671759259259259,0,0,0,0.0124482399432992,0.129478665401829,0,0,0,0.555034441154619,0.0952970673606809,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"918","One vs. One","GT different all","Deepseek R1","Definitions","None","GM","EN",0.736363636363636,0.671759259259259,0.736363636363636,1,0.84812030075188,0.0124482399432992,0.129478665401829,0.0124482399432992,0,0.00823642943616785,0.697428104029575,0.067516470634606,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"919","One vs. One","GT different all","Mean Top-5 + Random Forest","CLS","None","EN","GM",0.7,0.624074074074074,0.2,0.2,0.2,0.0832644343274793,0.111274956356803,0.298142396999972,0.298142396999972,0.298142396999972,0.577378176989462,0.0275002515473622,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"920","One vs. One","GT different all","Mean Top-5 + Random Forest","CLS","None","GM","EN",0.7,0.624074074074074,0.758686868686869,0.880555555555556,0.811754385964912,0.0832644343274793,0.111274956356803,0.0749097337969427,0.0887151079037295,0.0547199391605336,0.710620323937284,0.0508820888830005,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
